"O PATO, A MORTE E A TULIPA","R$ 64,90",Páginas: 40,Formato: 23.60 X 28.60 cm,Peso: 0.427 kg,Acabamento: Livro capa dura,Lançamento: 28/03/2023,ISBN: 978-65-8177-664-0
MORTINA E UMA SURPRESA DE ARREPIAR,"R$ 59,90",Páginas: 56,Formato: 14.60 X 21.10 cm,Peso: 0.231 kg,Acabamento: Livro capa dura,Lançamento: 07/03/2023,ISBN: 978-65-8177-661-9
DOUTOR SUMIÇO,"R$ 59,90",Páginas: 56,Formato: 24.70 X 20.00 cm,Peso: 0.26 kg,Acabamento: Livro brochura,Lançamento: 07/03/2023,ISBN: 978-65-8177-660-2
PERDE QUEM FICA ZANGADO PRIMEIRO (NOVA EDIÇÃO),"R$ 54,90",Páginas: 36,Formato: 29.00 X 22.00 cm,Peso: 0.185 kg,Acabamento: Livro brochura,Lançamento: 07/03/2023,ISBN: 978-65-8177-663-3
POSSO FICAR NO MEIO?,"R$ 49,90",Páginas: 32,Formato: 20.60 X 21.60 cm,Peso: 0.262 kg,Acabamento: Livro capa dura,Lançamento: 28/02/2023,ISBN: 978-65-8177-636-7
VAMOS DESENHAR PALAVRAS ESCRITAS?,"R$ 59,90",Páginas: 40,Formato: 20.50 X 25.00 cm,Peso: 0.18 kg,Acabamento: Livro brochura,Lançamento: 28/02/2023,ISBN: 978-65-8177-635-0
TARTARUGA,"R$ 54,90",Páginas: 48,Formato: 15.60 X 30.60 cm,Peso: 0.338 kg,Acabamento: Livro capa dura,Lançamento: 14/02/2023,ISBN: 978-65-8177-634-3
CHAPEUZINHO VERMELHO E OUTROS CONTOS POR IMAGEM (NOVA EDIÇÃO),"R$ 69,90",Páginas: 88,Formato: 21.00 X 25.50 cm,Peso: 0.298 kg,Acabamento: Livro brochura,Lançamento: 13/02/2023,ISBN: 978-65-8177-645-9
"QUIBE, A FORMIGA CORAJOSA","R$ 49,90",Páginas: 32,Formato: 20.00 X 27.00 cm,Peso: 0.157 kg,Acabamento: Livro brochura,Lançamento: 07/02/2023,ISBN: 978-65-8177-640-4
O FAZEDOR DE AMANHECER,"R$ 69,90",Páginas: 48,Formato: 17.20 X 30.50 cm,Peso: 0.23 kg,Acabamento: Livro brochura,Lançamento: 30/01/2023,ISBN: 978-65-8177-633-6
QUERO UM ABRAÇO,"R$ 49,90",Páginas: 32,Formato: 29.00 X 20.30 cm,Peso: 0.172 kg,Acabamento: Livro brochura,Lançamento: 23/01/2023,ISBN: 978-65-8177-632-9
RESPIRE FUNDO,"R$ 54,90",Páginas: 48,Formato: 26.00 X 23.00 cm,Peso: 0.248 kg,Acabamento: Livro brochura,Lançamento: 23/01/2023,ISBN: 978-65-8177-639-8
A FOCA,"R$ 38,43",Páginas: 16,Formato: 17.00 X 19.00 cm,Peso: 0.191 kg,Acabamento: Livro capa dura,Lançamento: 17/01/2023,ISBN: 978-65-8177-617-6
O PATO,"R$ 38,43",Páginas: 16,Formato: 17.00 X 19.00 cm,Peso: 0.191 kg,Acabamento: Livro capa dura,Lançamento: 17/01/2023,ISBN: 978-85-7406-903-6
CONTOS DE FRALDAS,"R$ 41,93",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.175 kg,Acabamento: Livro brochura,Lançamento: 28/11/2022,ISBN: 978-65-8177-628-2
ENTRE SONHOS E DRAGÕES,"R$ 34,93",Páginas: 40,Formato: 20.00 X 27.00 cm,Peso: 0.191 kg,Acabamento: Livro brochura,Lançamento: 28/11/2022,ISBN: 978-65-8177-626-8
DUDU E O PLÁSTICO-BOLHA (NOVA EDIÇÃO),"R$ 49,90",Páginas: 32,Formato: 21.00 X 27.00 cm,Peso: 0.166 kg,Acabamento: Livro brochura,Lançamento: 10/11/2022,ISBN: 978-65-8177-623-7
LINHAS,"R$ 41,93",Páginas: 48,Formato: 21.30 X 27.60 cm,Peso: 0.445 kg,Acabamento: Livro capa dura,Lançamento: 09/11/2022,ISBN: 978-65-8177-616-9
SER O QUE SE É,"R$ 48,93",Páginas: 48,Formato: 15.60 X 25.00 cm,Peso: 0.163 kg,Acabamento: Livro brochura,Lançamento: 07/11/2022,ISBN: 978-65-8177-625-1
O CLUBE DO PEPEZINHO: PERSPECTIVAS,"R$ 38,43",Páginas: 224,Formato: 13.50 X 20.50 cm,Peso: 0.386 kg,Acabamento: Livro brochura,Lançamento: 24/10/2022,ISBN: 978-65-8177-621-3
ÓCULOS DE COR,"R$ 54,90",Páginas: 144,Formato: 15.70 X 22.50 cm,Peso: 0.319 kg,Acabamento: Livro brochura,Lançamento: 24/10/2022,ISBN: 978-85-7406-956-2
TEM UM PÁSSARO NA SUA CABEÇA! (NOVA EDIÇÃO),"R$ 44,90",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.18 kg,Acabamento: Livro brochura,Lançamento: 10/10/2022,ISBN: 978-85-7406-998-2
LÁ FORA,"R$ 59,90",Páginas: 64,Formato: 21.00 X 25.00 cm,Peso: 0.228 kg,Acabamento: Livro brochura,Lançamento: 26/09/2022,ISBN: 978-65-8177-622-0
IMPLACÁVEIS: COMO NÓS CONQUISTAMOS O MUNDO (VOL.1),"R$ 49,90",Páginas: 168,Formato: 15.50 X 22.50 cm,Peso: 0.289 kg,Acabamento: Livro brochura,Lançamento: 15/09/2022,ISBN: 978-65-8177-620-6
ELEFANTES NÃO DANÇAM! (NOVA EDIÇÃO),"R$ 44,90",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.18 kg,Acabamento: Livro brochura,Lançamento: 12/09/2022,ISBN: 978-85-7406-996-8
O HOMEM-CÃO: MAMÃE DOS VENTOS UIVANTES,"R$ 34,93",Páginas: 224,Formato: 13.50 X 20.50 cm,Peso: 0.386 kg,Acabamento: Livro brochura,Lançamento: 05/09/2022,ISBN: 978-65-8177-619-0
MARY ANNING E O PUM DOS DINOSSAUROS,"R$ 49,90",Páginas: 64,Formato: 15.50 X 22.50 cm,Peso: 0.152 kg,Acabamento: Livro brochura,Lançamento: 29/08/2022,ISBN: 978-65-8177-618-3
GUARDA-CHUVA AMARELO,"R$ 38,43",Páginas: 36,Formato: 21.60 X 25.90 cm,Peso: 0.35 kg,Acabamento: Livro capa dura,Lançamento: 22/08/2022,ISBN: 978-65-8177-615-2
A COZINHA CURIOSA DAS FÁBULAS,"R$ 69,90",Páginas: 104,Formato: 18.00 X 27.00 cm,Peso: 0.328 kg,Acabamento: Livro brochura,Lançamento: 22/08/2022,ISBN: 978-65-8177-608-4
DUDU E O MUNDO DE PAPEL,"R$ 34,93",Páginas: 32,Formato: 21.00 X 27.00 cm,Peso: 0.165 kg,Acabamento: Livro brochura,Lançamento: 08/08/2022,ISBN: 978-65-8177-612-1
UMA RAPOSA,"R$ 44,90",Páginas: 36,Formato: 25.00 X 25.00 cm,Peso: 0.2 kg,Acabamento: Livro brochura,Lançamento: 08/08/2022,ISBN: 978-65-8177-613-8
MANUAL DE PENTEADOS PARA CRIANÇAS NEGRAS,"R$ 59,90",Páginas: 80,Formato: 20.00 X 27.00 cm,Peso: 0.351 kg,Acabamento: Livro brochura,Lançamento: 21/07/2022,ISBN: 978-85-7406-997-5
A BRUXA DO BREU,"R$ 9,90",Páginas: 32,Formato: 15.50 X 22.50 cm,Peso: 0.084 kg,Acabamento: Livro brochura,Lançamento: 11/07/2022,ISBN: 978-65-8177-602-2
ALIENS: A LIÇÃO,"R$ 9,90",Páginas: 32,Formato: 15.50 X 22.50 cm,Peso: 0.084 kg,Acabamento: Livro brochura,Lançamento: 11/07/2022,ISBN: 978-65-8177-606-0
A SEREIA GARBOSA,"R$ 9,90",Páginas: 32,Formato: 15.50 X 22.50 cm,Peso: 0.084 kg,Acabamento: Livro brochura,Lançamento: 11/07/2022,ISBN: 978-65-8177-607-7
COMO FUNCIONA O INCRÍVEL CORPO HUMANO (NOVA EDIÇÃO),"R$ 48,93",Páginas: 64,Formato: 24.70 X 29.60 cm,Peso: 0.388 kg,Acabamento: Livro brochura,Lançamento: 30/06/2022,ISBN: 978-85-7406-993-7
BALAS MÁGICAS,"R$ 64,90",Páginas: 48,Formato: 23.30 X 23.60 cm,Peso: 0.219 kg,Acabamento: Livro capa dura,Lançamento: 27/06/2022,ISBN: 978-65-8177-609-1
UMA AMIZADE (IM)POSSÍVEL (EDIÇÃO REVISTA E ATUALIZADA),"R$ 33,53",Páginas: 64,Formato: 21.00 X 26.00 cm,Peso: 0.237 kg,Acabamento: Livro brochura,Lançamento: 10/06/2022,ISBN: 978-65-8177-611-4
PÍPPI MEIALONGA (EDIÇÃO REVISTA E ATUALIZADA),"R$ 49,90",Páginas: 192,Formato: 15.70 X 21.20 cm,Peso: 0.305 kg,Acabamento: Livro brochura,Lançamento: 18/05/2022,ISBN: 978-65-8177-604-6
VIAGEM PELAS HISTÓRIAS DA AMÉRICA LATINA,"R$ 41,93",Páginas: 112,Formato: 21.00 X 27.00 cm,Peso: 0.394 kg,Acabamento: Livro brochura,Lançamento: 13/05/2022,ISBN: 978-65-8177-601-5
DE VOLTA,"R$ 54,90",Páginas: 48,Formato: 15.50 X 22.50 cm,Peso: 0.118 kg,Acabamento: Livro brochura,Lançamento: 13/05/2022,ISBN: 978-65-8177-603-9
TÍMIDOS,"R$ 31,43",Páginas: 32,Formato: 29.00 X 20.00 cm,Peso: 0.168 kg,Acabamento: Livro brochura,Lançamento: 13/05/2022,ISBN: 978-65-8177-605-3
"CAPITÃO CUECA E A SAGA SENSACIONAL DE FEDOR, O GRANDE","R$ 34,93",Páginas: 216,Formato: 13.50 X 20.50 cm,Peso: 0.374 kg,Acabamento: Livro brochura,Lançamento: 02/05/2022,ISBN: 978-85-7406-990-6
O LIVRO LARANJA,"R$ 59,90",Páginas: 48,Formato: 23.30 X 23.60 cm,Peso: 0.219 kg,Acabamento: Livro brochura,Lançamento: 02/05/2022,ISBN: 978-85-7406-992-0
A MORTE DA LAGARTA,"R$ 49,90",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.173 kg,Acabamento: Livro brochura,Lançamento: 25/04/2022,ISBN: 978-85-7406-999-9
A MELHOR MÃE DO MUNDO,"R$ 44,90",Páginas: 32,Formato: 20.00 X 27.00 cm,Peso: 0.157 kg,Acabamento: Livro brochura,Lançamento: 18/04/2022,ISBN: 978-85-7406-995-1
PÃO NA CHAPA,"R$ 54,90",Páginas: 40,Formato: 15.50 X 22.50 cm,Peso: 0.122 kg,Acabamento: Livro brochura,Lançamento: 11/04/2022,ISBN: 978-65-8177-600-8
PÍPPI MEIALONGA VAI AO CIRCO E OUTRAS HISTÓRIAS EM QUADRINHOS,"R$ 31,43",Páginas: 32,Formato: 21.00 X 27.00 cm,Peso: 0.165 kg,Acabamento: Livro brochura,Lançamento: 14/03/2022,ISBN: 978-85-7406-994-4
O HOMEM-CÃO: IMUNDÍCIE E CASTIGO,"R$ 34,93",Páginas: 240,Formato: 13.50 X 20.50 cm,Peso: 0.387 kg,Acabamento: Livro brochura,Lançamento: 14/03/2022,ISBN: 978-85-7406-991-3
ESTAMOS EM UM LIVRO! (NOVA EDIÇÃO),"R$ 39,90",Páginas: 64,Formato: 16.80 X 23.00 cm,Peso: 0.186 kg,Acabamento: Livro brochura,Lançamento: 23/02/2022,ISBN: 978-85-7406-977-7
HOJE EU VOU VOAR!,"R$ 44,90",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.178 kg,Acabamento: Livro brochura,Lançamento: 21/02/2022,ISBN: 978-85-7406-989-0
UMA LUZ INESPERADA,"R$ 49,90",Páginas: 32,Formato: 21.30 X 27.60 cm,Peso: 0.334 kg,Acabamento: Livro capa dura,Lançamento: 24/01/2022,ISBN: 978-85-7406-979-1
O SILÊNCIO DA ÁGUA (NOVA EDIÇÃO),"R$ 49,90",Páginas: 32,Formato: 21.30 X 27.60 cm,Peso: 0.334 kg,Acabamento: Livro capa dura,Lançamento: 24/01/2022,ISBN: 978-85-7406-978-4
A RAPOSA VAI DE CARRO,"R$ 34,93",Páginas: 32,Formato: 20.30 X 21.60 cm,Peso: 0.262 kg,Acabamento: Livro capa dura,Lançamento: 10/01/2022,ISBN: 978-85-7406-975-3
POSSO BRINCAR TAMBÉM? (NOVA EDIÇÃO),"R$ 27,93",Páginas: 64,Formato: 15.70 X 21.60 cm,Peso: 0.186 kg,Acabamento: Livro brochura,Lançamento: 06/12/2021,ISBN: 978-85-7406-976-0
TAYÓ EM QUADRINHOS,"R$ 33,53",Páginas: 32,Formato: 21.00 X 24.00 cm,Peso: 0.146 kg,Acabamento: Livro brochura,Lançamento: 19/11/2021,ISBN: 978-85-7406-955-5
SEU BANCO,"R$ 52,90",Páginas: 48,Formato: 23.00 X 30.50 cm,Peso: 0.518 kg,Acabamento: Livro capa dura,Lançamento: 10/11/2021,ISBN: 978-85-7406-974-6
"RIO, O CÃO PRETO","R$ 40,53",Páginas: 80,Formato: 16.10 X 22.10 cm,Peso: 0.229 kg,Acabamento: Livro capa dura,Lançamento: 05/11/2021,ISBN: 978-85-7406-973-9
HERÓIS E HEROÍNAS DO CORDEL,"R$ 62,90",Páginas: 144,Formato: 15.70 X 22.50 cm,Peso: 0.319 kg,Acabamento: Livro brochura,Lançamento: 05/11/2021,ISBN: 978-85-7406-968-5
RÃ E SAPO SÃO AMIGOS,"R$ 57,90",Páginas: 72,Formato: 20.00 X 27.00 cm,Peso: 0.498 kg,Acabamento: Livro capa dura,Lançamento: 20/10/2021,ISBN: 978-85-7406-967-8
MORTINA DE FÉRIAS NO LAGO DO MISTÉRIO,"R$ 41,93",Páginas: 64,Formato: 14.30 X 21.10 cm,Peso: 0.27 kg,Acabamento: Livro capa dura,Lançamento: 18/10/2021,ISBN: 978-85-7406-966-1
"EI, VOCÊ!","R$ 47,90",Páginas: 56,Formato: 20.30 X 27.60 cm,Peso: 0.388 kg,Acabamento: Livro capa dura,Lançamento: 24/09/2021,ISBN: 978-85-7406-969-2
UM DIA DE NEVE,"R$ 57,90",Páginas: 48,Formato: 22.80 X 19.70 cm,Peso: 0.338 kg,Acabamento: Livro capa dura,Lançamento: 22/09/2021,ISBN: 978-85-7406-963-0
O HOMEM-CÃO: LATIU-22,"R$ 37,03",Páginas: 240,Formato: 13.50 X 20.50 cm,Peso: 0.387 kg,Acabamento: Livro brochura,Lançamento: 06/09/2021,ISBN: 978-85-7406-959-3
BARCO DE HISTÓRIAS,"R$ 52,90",Páginas: 48,Formato: 20.30 X 25.40 cm,Peso: 0.215 kg,Acabamento: Livro brochura,Lançamento: 01/09/2021,ISBN: 978-85-7406-945-6
LIVRO VERMELHO PARA CRIANÇAS: FAUNA AMEAÇADA DE EXTINÇÃO,"R$ 72,90",Páginas: 88,Formato: 21.00 X 27.00 cm,Peso: 0.328 kg,Acabamento: Livro brochura,Lançamento: 27/08/2021,ISBN: 978-85-7406-962-3
OS INVISÍVEIS (NOVA EDIÇÃO),"R$ 41,93",Páginas: 56,Formato: 17.00 X 21.00 cm,Peso: 0.288 kg,Acabamento: Livro capa dura,Lançamento: 25/08/2021,ISBN: 978-85-7406-960-9
MAS POR QUÊ??! A HISTÓRIA DE ELVIS,"R$ 52,90",Páginas: 96,Formato: 15.50 X 22.50 cm,Peso: 0.219 kg,Acabamento: Livro brochura,Lançamento: 20/08/2021,ISBN: 978-85-7406-937-1
EXERCÍCIOS DE SER CRIANÇA (NOVA EDIÇÃO),"R$ 57,90",Páginas: 48,Formato: 17.20 X 30.50 cm,Peso: 0.213 kg,Acabamento: Livro brochura,Lançamento: 04/08/2021,ISBN: 978-85-7406-952-4
AS ROUPAS NOVAS DOS REIS,"R$ 33,53",Páginas: 48,Formato: 20.20 X 27.00 cm,Peso: 0.224 kg,Acabamento: Livro brochura,Lançamento: 04/08/2021,ISBN: 978-85-7406-947-0
CAPITÃO CUECA E A TIRÂNICA RETALIAÇÃO DA PRIVADA TURBO 2000,"R$ 37,03",Páginas: 232,Formato: 13.50 X 20.50 cm,Peso: 0.4 kg,Acabamento: Livro brochura,Lançamento: 26/07/2021,ISBN: 978-85-7406-957-9
O DIA EM QUE MEU PRÉDIO DEU NO PÉ,"R$ 52,90",Páginas: 40,Formato: 21.00 X 27.00 cm,Peso: 0.199 kg,Acabamento: Livro brochura,Lançamento: 16/07/2021,ISBN: 978-85-7406-958-6
DE PASSINHO EM PASSINHO,"R$ 31,43",Páginas: 32,Formato: 20.50 X 20.50 cm,Peso: 0.122 kg,Acabamento: Livro brochura,Lançamento: 01/07/2021,ISBN: 978-85-7406-950-0
EU TAMBÉM!,"R$ 47,90",Páginas: 40,Formato: 19.50 X 19.50 cm,Peso: 0.133 kg,Acabamento: Livro brochura,Lançamento: 29/06/2021,ISBN: 978-85-7406-951-7
O CLUBE DO PEPEZINHO,"R$ 37,03",Páginas: 184,Formato: 13.50 X 20.50 cm,Peso: 0.32 kg,Acabamento: Livro brochura,Lançamento: 25/06/2021,ISBN: 978-85-7406-946-3
BRASILEIRINHOS DO PANTANAL,"R$ 52,90",Páginas: 48,Formato: 20.00 X 20.00 cm,Peso: 0.164 kg,Acabamento: Livro brochura,Lançamento: 04/06/2021,ISBN: 978-85-7406-948-7
ESPELHO (NOVA EDIÇÃO),"R$ 40,53",Páginas: 56,Formato: 18.00 X 31.00 cm,Peso: 0.402 kg,Acabamento: Livro capa dura,Lançamento: 31/05/2021,ISBN: 978-85-7406-931-9
PUFFY E BRUNILDA,"R$ 40,53",Páginas: 64,Formato: 15.80 X 23.00 cm,Peso: 0.303 kg,Acabamento: Livro capa dura,Lançamento: 31/05/2021,ISBN: 978-85-7406-949-4
SUPERBEBÊ FRALDINHA 2: A INVASÃO DOS LADRÕES DE PRIVADA,"R$ 37,03",Páginas: 192,Formato: 13.50 X 20.50 cm,Peso: 0.333 kg,Acabamento: Livro brochura,Lançamento: 27/05/2021,ISBN: 978-85-7406-938-8
O QUINTAL DA MINHA CASA,"R$ 37,03",Páginas: 40,Formato: 21.00 X 25.00 cm,Peso: 0.187 kg,Acabamento: Livro brochura,Lançamento: 18/05/2021,ISBN: 978-85-7406-941-8
FUJA DO GARABUJA,"R$ 62,90",Páginas: 64,Formato: 21.00 X 26.00 cm,Peso: 0.418 kg,Acabamento: Livro capa dura,Lançamento: 03/05/2021,ISBN: 978-85-7406-910-4
A FLORESTA,"R$ 52,90",Páginas: 32,Formato: 19.00 X 27.00 cm,Peso: 0.141 kg,Acabamento: Livro brochura,Lançamento: 03/05/2021,ISBN: 978-85-7406-944-9
EU SOU A MONSTRA,"R$ 57,90",Páginas: 36,Formato: 19.00 X 20.50 cm,Peso: 0.255 kg,Acabamento: Livro capa dura,Lançamento: 28/04/2021,ISBN: 978-85-7406-940-1
UMA PLANTA MUITO FAMINTA,"R$ 37,03",Páginas: 48,Formato: 22.00 X 31.00 cm,Peso: 0.285 kg,Acabamento: Livro brochura,Lançamento: 24/03/2021,ISBN: 978-85-7406-936-4
SEJAMOS TODOS FEMINISTAS (EDIÇÃO DE LUXO ILUSTRADA),"R$ 45,43",Páginas: 88,Formato: 17.00 X 19.00 cm,Peso: 0.319 kg,Acabamento: Livro capa dura,Lançamento: 15/03/2021,ISBN: 978-85-7406-891-6
CAPITÃO CUECA E A REVOLTANTE REVANCHE DA ROBOCUECA RADIOATIVA - EM CORES!,"R$ 37,03",Páginas: 232,Formato: 13.50 X 20.50 cm,Peso: 0.4 kg,Acabamento: Livro brochura,Lançamento: 15/03/2021,ISBN: 978-85-7406-935-7
ACHOU?,"R$ 37,03",Páginas: 32,Formato: 25.00 X 20.50 cm,Peso: 0.173 kg,Acabamento: Livro brochura,Lançamento: 05/03/2021,ISBN: 978-85-7406-932-6
A CHAVE DO TAMANHO (EDIÇÃO DE LUXO),"R$ 87,90",Páginas: 144,Formato: 20.30 X 27.60 cm,Peso: 0.558 kg,Acabamento: Livro capa dura,Lançamento: 04/03/2021,ISBN: 978-85-7406-909-8
EU FICO EM SILÊNCIO,"R$ 62,90",Páginas: 56,Formato: 18.00 X 24.00 cm,Peso: 0.304 kg,Acabamento: Livro capa dura,Lançamento: 28/01/2021,ISBN: 978-85-7406-913-5
NOITE VIRA DIA,"R$ 54,90",Páginas: 48,Formato: 23.60 X 23.60 cm,Peso: 0.391 kg,Acabamento: Livro capa dura,Lançamento: 21/01/2021,ISBN: 978-85-7406-871-8
TODAS AS PESSOAS CONTAM,"R$ 37,03",Páginas: 64,Formato: 24.50 X 33.80 cm,Peso: 0.347 kg,Acabamento: Livro brochura,Lançamento: 09/12/2020,ISBN: 978-85-7406-918-0
ENTRE SONHOS E TEMPESTADES,"R$ 47,53",Páginas: 96,Formato: 21.00 X 25.50 cm,Peso: 0.323 kg,Acabamento: Livro brochura,Lançamento: 03/12/2020,ISBN: 978-85-7406-834-3
O HOMEM-CÃO: POR QUEM AS BOLAS ROLAM,"R$ 37,03",Páginas: 240,Formato: 13.50 X 20.50 cm,Peso: 0.387 kg,Acabamento: Livro brochura,Lançamento: 13/11/2020,ISBN: 978-85-7406-915-9
O CASAMENTO DO PASSARINHO,"R$ 57,90",Páginas: 56,Formato: 19.00 X 21.00 cm,Peso: 0.314 kg,Acabamento: Livro capa dura,Lançamento: 09/11/2020,ISBN: 978-85-7406-907-4
MATEMÁTICA ATÉ NA SOPA,"R$ 33,53",Páginas: 48,Formato: 20.50 X 20.50 cm,Peso: 0.173 kg,Acabamento: Livro brochura,Lançamento: 05/10/2020,ISBN: 978-85-7406-908-1
CAPITÃO CUECA E O ATERRORIZANTE RETORNO DO CAÍDO TILINTAR DAS CALÇAS - EM CORES!,"R$ 44,03",Páginas: 312,Formato: 13.50 X 20.50 cm,Peso: 0.533 kg,Acabamento: Livro brochura,Lançamento: 05/10/2020,ISBN: 978-85-7406-914-2
E FOI ASSIM QUE EU E A ESCURIDÃO FICAMOS AMIGAS,"R$ 26,53",Páginas: 36,Formato: 20.50 X 20.50 cm,Peso: 0.134 kg,Acabamento: Livro brochura,Lançamento: 05/10/2020,ISBN: 978-85-7406-919-7
AS AVENTURAS DO SUPERBEBÊ FRALDINHA,"R$ 37,03",Páginas: 144,Formato: 13.50 X 30.50 cm,Peso: 0.256 kg,Acabamento: Livro brochura,Lançamento: 28/09/2020,ISBN: 978-85-7406-912-8
BALEIA NA BANHEIRA,"R$ 34,93",Páginas: 32,Formato: 20.60 X 21.30 cm,Peso: 0.262 kg,Acabamento: Livro capa dura,Lançamento: 14/09/2020,ISBN: 978-85-7406-905-0
CARONA,"R$ 37,03",Páginas: 32,Formato: 25.50 X 27.50 cm,Peso: 0.135 kg,Acabamento: Livro brochura,Lançamento: 14/09/2020,ISBN: 978-85-7406-888-6
O HOMEM-CÃO: O CONFRONTO SELVAGEM,"R$ 37,03",Páginas: 224,Formato: 13.50 X 20.50 cm,Peso: 0.387 kg,Acabamento: Livro brochura,Lançamento: 15/06/2020,ISBN: 978-85-7406-898-5
BRASILEIRINHOS DA AMAZÔNIA,"R$ 37,03",Páginas: 48,Formato: 20.00 X 20.00 cm,Peso: 0.166 kg,Acabamento: Livro brochura,Lançamento: 25/03/2020,ISBN: 978-85-7406-904-3
O REI ARTUR (NOVA EDIÇÃO),"R$ 37,03",Páginas: 64,Formato: 19.50 X 25.50 cm,Peso: 0.213 kg,Acabamento: Livro brochura,Lançamento: 24/03/2020,ISBN: 978-85-7406-578-6
A GRANDE CAIXA DE LIVRINHOS DO BEBÊ,"R$ 54,53",Páginas: 108,Formato: 18.00 X 19.00 cm,Peso: 0.768 kg,Acabamento: Livro capa dura,Lançamento: 13/03/2020,ISBN: 978-85-7406-890-9
MORTINA E O AMIGO FANTASMA,"R$ 41,93",Páginas: 56,Formato: 14.00 X 21.00 cm,Peso: 0.216 kg,Acabamento: Livro capa dura,Lançamento: 13/03/2020,ISBN: 978-85-7406-899-2
